Year,Month,Day ,Sunrise,Sunset,DayLength,Difference,AstronomicalTwilightStart,AstronomicalTwilightEnd,NauticalTwilightStart,NauticalTwilightEnd,CivilTwilightStart,CivilTwilightEnd,SolarNoon,Mil. mi
,,3,5:33 am ? (60°),8:23 pm ? (301°),0.61849537,+1:00,0.148611111,0.931944444,0.180555556,0.9,0.208333333,0.871527778,12:58 pm (72.7°),94.297
,,4,5:32 am ? (59°),8:24 pm ? (301°),0.619155093,+0:57,0.147916667,0.932638889,0.180555556,0.900694444,0.208333333,0.872222222,12:58 pm (72.8°),94.31
,,5,5:32 am ? (59°),8:24 pm ? (301°),0.619780093,+0:54,0.147222222,0.933333333,0.179861111,0.901388889,0.208333333,0.872916667,12:58 pm (72.9°),94.323
,,6,5:32 am ? (59°),8:25 pm ? (301°),0.62037037,+0:51,0.147222222,0.934027778,0.179861111,0.901388889,0.207638889,0.872916667,12:58 pm (73.0°),94.335
,,7,5:32 am ? (59°),8:26 pm ? (301°),0.620925926,+0:47,0.146527778,0.934722222,0.179166667,0.902083333,0.207638889,0.873611111,12:58 pm (73.1°),94.347
,,8,5:31 am ? (59°),8:26 pm ? (301°),0.621446759,+0:44,0.146527778,0.935416667,0.179166667,0.902777778,0.207638889,0.874305556,12:59 pm (73.2°),94.359
,,9,5:31 am ? (59°),8:27 pm ? (301°),0.621921296,+0:41,0.145833333,0.936111111,0.179166667,0.902777778,0.207638889,0.874305556,12:59 pm (73.3°),94.371
,,10,5:31 am ? (59°),8:27 pm ? (301°),0.622349537,+0:37,0.145833333,0.936805556,0.178472222,0.903472222,0.207638889,0.875,12:59 pm (73.3°),94.382
,,11,5:31 am ? (58°),8:28 pm ? (302°),0.622743056,+0:34,0.145833333,0.936805556,0.178472222,0.903472222,0.206944444,0.875,12:59 pm (73.4°),94.393
,,12,5:31 am ? (58°),8:28 pm ? (302°),0.623101852,+0:30,0.145138889,0.9375,0.178472222,0.904166667,0.206944444,0.875694444,12:59 pm (73.5°),94.403
,,13,5:31 am ? (58°),8:29 pm ? (302°),0.623414352,+0:27,0.145138889,0.9375,0.178472222,0.904861111,0.206944444,0.875694444,1:00 pm (73.5°),94.413
,,14,5:31 am ? (58°),8:29 pm ? (302°),0.62369213,+0:23,0.145138889,0.938194444,0.178472222,0.904861111,0.206944444,0.876388889,1:00 pm (73.6°),94.422
,,15,5:31 am ? (58°),8:29 pm ? (302°),0.623923611,+0:20,0.145138889,0.938888889,0.178472222,0.904861111,0.206944444,0.876388889,1:00 pm (73.6°),94.431
,,16,5:31 am ? (58°),8:30 pm ? (302°),0.62412037,+0:16,0.145138889,0.938888889,0.178472222,0.905555556,0.206944444,0.876388889,1:00 pm (73.6°),94.44
,,17,5:31 am ? (58°),8:30 pm ? (302°),0.624270833,+0:13,0.145138889,0.938888889,0.178472222,0.905555556,0.206944444,0.877083333,1:01 pm (73.7°),94.448
,,18,5:31 am ? (58°),8:30 pm ? (302°),0.624386574,+0:09,0.145138889,0.939583333,0.178472222,0.905555556,0.207638889,0.877083333,1:01 pm (73.7°),94.455
,,19,5:31 am ? (58°),8:31 pm ? (302°),0.624444444,+0:05,0.145138889,0.939583333,0.178472222,0.90625,0.207638889,0.877083333,1:01 pm (73.7°),94.462
,,20,5:32 am ? (58°),8:31 pm ? (302°),0.624479167,+0:02,0.145138889,0.939583333,0.178472222,0.90625,0.207638889,0.877777778,1:01 pm (73.7°),94.468
,,21,5:32 am ? (58°),8:31 pm ? (302°),0.624467593,?0:01,0.145138889,0.939583333,0.179166667,0.90625,0.207638889,0.877777778,1:01 pm (73.7°),94.474
,,22,5:32 am ? (58°),8:31 pm ? (302°),0.624409722,?0:04,0.145833333,0.940277778,0.179166667,0.90625,0.207638889,0.877777778,1:02 pm (73.7°),94.479
,,23,5:32 am ? (58°),8:31 pm ? (302°),0.624305556,?0:08,0.145833333,0.940277778,0.179166667,0.90625,0.208333333,0.877777778,1:02 pm (73.7°),94.484
,,24,5:33 am ? (58°),8:31 pm ? (302°),0.624178241,?0:11,0.145833333,0.940277778,0.179861111,0.906944444,0.208333333,0.877777778,1:02 pm (73.6°),94.488
,,25,5:33 am ? (58°),8:32 pm ? (302°),0.623993056,?0:15,0.146527778,0.940277778,0.179861111,0.906944444,0.208333333,0.877777778,1:02 pm (73.6°),94.492
,,26,5:33 am ? (58°),8:32 pm ? (302°),0.623773148,?0:19,0.146527778,0.939583333,0.179861111,0.906944444,0.209027778,0.877777778,1:02 pm (73.6°),94.495
,,27,5:34 am ? (58°),8:32 pm ? (302°),0.623506944,?0:22,0.147222222,0.939583333,0.180555556,0.90625,0.209027778,0.877777778,1:03 pm (73.5°),94.497
,,28,5:34 am ? (58°),8:32 pm ? (302°),0.623206019,?0:26,0.147222222,0.939583333,0.180555556,0.90625,0.209027778,0.877777778,1:03 pm (73.5°),94.5
,,29,5:35 am ? (58°),8:31 pm ? (302°),0.62287037,?0:29,0.147916667,0.939583333,0.18125,0.90625,0.209722222,0.877777778,1:03 pm (73.4°),94.501
,,30,5:35 am ? (58°),8:31 pm ? (301°),0.622476852,?0:33,0.148611111,0.939583333,0.18125,0.90625,0.209722222,0.877777778,1:03 pm (73.4°),94.503
2012,July,1,5:35 am ? (59°),8:31 pm ? (301°),0.622071759,?0:35,0.148611111,0.938888889,0.181944444,0.90625,0.210416667,0.877777778,1:03 pm (73.3°),94.504
,,2,5:36 am ? (59°),8:31 pm ? (301°),0.621608796,?0:39,0.149305556,0.938888889,0.181944444,0.905555556,0.210416667,0.877777778,1:04 pm (73.2°),94.505
,,3,5:37 am ? (59°),8:31 pm ? (301°),0.621111111,?0:43,0.15,0.938194444,0.182638889,0.905555556,0.211111111,0.877083333,1:04 pm (73.1°),94.506
,,4,5:37 am ? (59°),8:31 pm ? (301°),0.62056713,?0:46,0.150694444,0.938194444,0.183333333,0.905555556,0.211805556,0.877083333,1:04 pm (73.0°),94.506
,,5,5:38 am ? (59°),8:30 pm ? (301°),0.62,?0:49,0.151388889,0.9375,0.184027778,0.904861111,0.211805556,0.877083333,1:04 pm (72.9°),94.506
,,6,5:38 am ? (59°),8:30 pm ? (301°),0.619386574,?0:52,0.152083333,0.9375,0.184027778,0.904861111,0.2125,0.876388889,1:04 pm (72.8°),94.505
,,7,5:39 am ? (59°),8:30 pm ? (301°),0.618738426,?0:56,0.152083333,0.936805556,0.184722222,0.904166667,0.213194444,0.876388889,1:05 pm (72.7°),94.505
,,8,5:39 am ? (60°),8:29 pm ? (300°),0.618055556,?0:59,0.152777778,0.936111111,0.185416667,0.904166667,0.213194444,0.876388889,1:05 pm (72.6°),94.504
,,9,5:40 am ? (60°),8:29 pm ? (300°),0.617326389,?1:02,0.154166667,0.935416667,0.186111111,0.903472222,0.213888889,0.875694444,1:05 pm (72.5°),94.502
,,10,5:41 am ? (60°),8:29 pm ? (300°),0.616574074,?1:05,0.154861111,0.935416667,0.186805556,0.903472222,0.214583333,0.875694444,1:05 pm (72.4°),94.5
,,11,5:42 am ? (60°),8:28 pm ? (300°),0.615787037,?1:08,0.155555556,0.934722222,0.186805556,0.902777778,0.215277778,0.875,1:05 pm (72.2°),94.498
,,12,5:42 am ? (60°),8:28 pm ? (300°),0.614953704,?1:11,0.15625,0.934027778,0.1875,0.902083333,0.215277778,0.875,1:05 pm (72.1°),94.495
,,13,5:43 am ? (60°),8:27 pm ? (299°),0.614097222,?1:14,0.156944444,0.933333333,0.188194444,0.902083333,0.215972222,0.874305556,1:05 pm (71.9°),94.492
,,14,5:44 am ? (61°),8:27 pm ? (299°),0.613206019,?1:17,0.157638889,0.932638889,0.188888889,0.901388889,0.216666667,0.873611111,1:05 pm (71.8°),94.488
,,15,5:44 am ? (61°),8:26 pm ? (299°),0.612280093,?1:19,0.158333333,0.931944444,0.189583333,0.900694444,0.217361111,0.873611111,1:06 pm (71.6°),94.484
,,16,5:45 am ? (61°),8:26 pm ? (299°),0.611319444,?1:22,0.159722222,0.93125,0.190277778,0.9,0.218055556,0.872916667,1:06 pm (71.5°),94.479
,,17,5:46 am ? (61°),8:25 pm ? (299°),0.610335648,?1:25,0.160416667,0.930555556,0.190972222,0.899305556,0.21875,0.872222222,1:06 pm (71.3°),94.474
,,18,5:47 am ? (62°),8:24 pm ? (298°),0.60931713,?1:27,0.161111111,0.929166667,0.191666667,0.899305556,0.21875,0.872222222,1:06 pm (71.1°),94.468
,,19,5:48 am ? (62°),8:24 pm ? (298°),0.608275463,?1:30,0.161805556,0.928472222,0.192361111,0.898611111,0.219444444,0.871527778,1:06 pm (70.9°),94.461
,,20,5:48 am ? (62°),8:23 pm ? (298°),0.607199074,?1:32,0.163194444,0.927777778,0.193055556,0.897916667,0.220138889,0.870833333,1:06 pm (70.7°),94.454
,,21,5:49 am ? (62°),8:22 pm ? (297°),0.606099537,?1:35,0.163888889,0.927083333,0.19375,0.897222222,0.220833333,0.870138889,1:06 pm (70.5°),94.447
,,22,5:50 am ? (63°),8:21 pm ? (297°),0.604965278,?1:37,0.164583333,0.926388889,0.194444444,0.896527778,0.221527778,0.869444444,1:06 pm (70.3°),94.439
,,23,5:51 am ? (63°),8:20 pm ? (297°),0.60380787,?1:39,0.165972222,0.925,0.195833333,0.895833333,0.222222222,0.86875,1:06 pm (70.1°),94.43
,,24,5:52 am ? (63°),8:20 pm ? (297°),0.602627315,?1:42,0.166666667,0.924305556,0.196527778,0.895138889,0.222916667,0.868055556,1:06 pm (69.9°),94.421
,,25,5:53 am ? (64°),8:19 pm ? (296°),0.601412037,?1:44,0.167361111,0.923611111,0.197222222,0.89375,0.223611111,0.867361111,1:06 pm (69.7°),94.411
,,26,5:54 am ? (64°),8:18 pm ? (296°),0.600185185,?1:46,0.16875,0.922222222,0.197916667,0.893055556,0.224305556,0.866666667,1:06 pm (69.5°),94.401
,,27,5:54 am ? (64°),8:17 pm ? (296°),0.598923611,?1:48,0.169444444,0.921527778,0.198611111,0.892361111,0.225,0.865972222,1:06 pm (69.2°),94.391
,,28,5:55 am ? (64°),8:16 pm ? (295°),0.597650463,?1:50,0.170833333,0.920138889,0.199305556,0.891666667,0.225694444,0.865277778,1:06 pm (69.0°),94.38
,,29,5:56 am ? (65°),8:15 pm ? (295°),0.596342593,?1:52,0.171527778,0.919444444,0.2,0.890972222,0.226388889,0.864583333,1:06 pm (68.8°),94.369
,,30,5:57 am ? (65°),8:14 pm ? (295°),0.595023148,?1:54,0.172222222,0.918055556,0.200694444,0.889583333,0.227083333,0.863888889,1:06 pm (68.5°),94.358
,,31,5:58 am ? (65°),8:13 pm ? (294°),0.593680556,?1:56,0.173611111,0.917361111,0.202083333,0.888888889,0.227777778,0.863194444,1:06 pm (68.3°),94.346
2012,August,1,5:59 am ? (66°),8:12 pm ? (294°),0.592314815,?1:57,0.174305556,0.915972222,0.202777778,0.888194444,0.228472222,0.8625,1:06 pm (68.0°),94.334
,,2,6:00 am ? (66°),8:11 pm ? (294°),0.590925926,?1:59,0.175694444,0.915277778,0.203472222,0.886805556,0.229166667,0.861805556,1:06 pm (67.8°),94.322
,,3,6:01 am ? (66°),8:10 pm ? (293°),0.589513889,?2:01,0.176388889,0.913888889,0.204166667,0.886111111,0.229861111,0.861111111,1:06 pm (67.5°),94.309
,,4,6:02 am ? (67°),8:09 pm ? (293°),0.588090278,?2:02,0.177083333,0.9125,0.204861111,0.885416667,0.230555556,0.859722222,1:05 pm (67.2°),94.297
,,5,6:03 am ? (67°),8:07 pm ? (293°),0.586655093,?2:04,0.178472222,0.911805556,0.205555556,0.884027778,0.23125,0.859027778,1:05 pm (67.0°),94.283
,,6,6:04 am ? (68°),8:06 pm ? (292°),0.585196759,?2:06,0.179166667,0.910416667,0.206944444,0.883333333,0.231944444,0.858333333,1:05 pm (66.7°),94.27
,,7,6:05 am ? (68°),8:05 pm ? (292°),0.583715278,?2:07,0.180555556,0.909027778,0.207638889,0.882638889,0.232638889,0.857638889,1:05 pm (66.4°),94.256
,,8,6:05 am ? (68°),8:04 pm ? (291°),0.582222222,?2:08,0.18125,0.908333333,0.208333333,0.88125,0.233333333,0.85625,1:05 pm (66.1°),94.242
,,9,6:06 am ? (69°),8:03 pm ? (291°),0.580717593,?2:10,0.182638889,0.906944444,0.209027778,0.880555556,0.234027778,0.855555556,1:05 pm (65.8°),94.228
,,10,6:07 am ? (69°),8:01 pm ? (291°),0.579201389,?2:11,0.183333333,0.905555556,0.209722222,0.879166667,0.234722222,0.854861111,1:05 pm (65.5°),94.213
,,11,6:08 am ? (70°),8:00 pm ? (290°),0.577662037,?2:12,0.184027778,0.904861111,0.211111111,0.878472222,0.235416667,0.853472222,1:05 pm (65.2°),94.198
,,12,6:09 am ? (70°),7:59 pm ? (290°),0.576111111,?2:14,0.185416667,0.903472222,0.211805556,0.877083333,0.236111111,0.852777778,1:04 pm (64.9°),94.183
,,13,6:10 am ? (70°),7:58 pm ? (289°),0.574537037,?2:15,0.186111111,0.902083333,0.2125,0.876388889,0.236805556,0.851388889,1:04 pm (64.6°),94.167
,,14,6:11 am ? (71°),7:56 pm ? (289°),0.572962963,?2:16,0.1875,0.900694444,0.213194444,0.875,0.2375,0.850694444,1:04 pm (64.3°),94.15
,,15,6:12 am ? (71°),7:55 pm ? (289°),0.571365741,?2:17,0.188194444,0.9,0.213888889,0.873611111,0.238194444,0.85,1:04 pm (64.0°),94.134
,,16,6:13 am ? (72°),7:53 pm ? (288°),0.569768519,?2:18,0.188888889,0.898611111,0.214583333,0.872916667,0.238888889,0.848611111,1:04 pm (63.7°),94.116
,,17,6:14 am ? (72°),7:52 pm ? (288°),0.568159722,?2:19,0.190277778,0.897222222,0.215972222,0.871527778,0.239583333,0.847916667,1:03 pm (63.4°),94.099
,,18,6:15 am ? (72°),7:51 pm ? (287°),0.566527778,?2:20,0.190972222,0.895833333,0.216666667,0.870833333,0.240277778,0.846527778,1:03 pm (63.0°),94.08
,,19,6:16 am ? (73°),7:49 pm ? (287°),0.564895833,?2:21,0.191666667,0.894444444,0.217361111,0.869444444,0.240972222,0.845833333,1:03 pm (62.7°),94.062
,,20,6:17 am ? (73°),7:48 pm ? (286°),0.563252315,?2:22,0.193055556,0.89375,0.218055556,0.868055556,0.241666667,0.844444444,1:03 pm (62.4°),94.043
,,21,6:18 am ? (74°),7:46 pm ? (286°),0.561597222,?2:23,0.19375,0.892361111,0.21875,0.867361111,0.242361111,0.84375,1:02 pm (62.0°),94.023
,,22,6:19 am ? (74°),7:45 pm ? (286°),0.559930556,?2:23,0.194444444,0.890972222,0.219444444,0.865972222,0.243055556,0.842361111,1:02 pm (61.7°),94.003
,,23,6:20 am ? (75°),7:44 pm ? (285°),0.558252315,?2:24,0.195833333,0.889583333,0.220138889,0.864583333,0.24375,0.841666667,1:02 pm (61.4°),93.983
,,24,6:21 am ? (75°),7:42 pm ? (285°),0.556574074,?2:25,0.196527778,0.888194444,0.221527778,0.863888889,0.244444444,0.840277778,1:02 pm (61.0°),93.962
,,25,6:21 am ? (76°),7:41 pm ? (284°),0.554884259,?2:25,0.197222222,0.886805556,0.222222222,0.8625,0.245138889,0.839583333,1:01 pm (60.7°),93.941
,,26,6:22 am ? (76°),7:39 pm ? (284°),0.55318287,?2:26,0.198611111,0.885416667,0.222916667,0.861111111,0.245833333,0.838194444,1:01 pm (60.3°),93.92
,,27,6:23 am ? (76°),7:37 pm ? (283°),0.551481481,?2:27,0.199305556,0.884722222,0.223611111,0.860416667,0.246527778,0.836805556,1:01 pm (60.0°),93.899
,,28,6:24 am ? (77°),7:36 pm ? (283°),0.549768519,?2:27,0.2,0.883333333,0.224305556,0.859027778,0.247222222,0.836111111,1:00 pm (59.6°),93.877
,,29,6:25 am ? (77°),7:34 pm ? (282°),0.548055556,?2:28,0.200694444,0.881944444,0.225,0.857638889,0.247916667,0.834722222,1:00 pm (59.3°),93.856
,,30,6:26 am ? (78°),7:33 pm ? (282°),0.546331019,?2:28,0.202083333,0.880555556,0.225694444,0.856944444,0.248611111,0.834027778,1:00 pm (58.9°),93.834
,,31,6:27 am ? (78°),7:31 pm ? (281°),0.544606481,?2:29,0.202777778,0.879166667,0.226388889,0.855555556,0.249305556,0.832638889,1:00 pm (58.5°),93.812
2012,Sept,1,6:28 am ? (79°),7:30 pm ? (281°),0.54287037,?2:29,0.203472222,0.877777778,0.227083333,0.854166667,0.25,0.83125,12:59 pm (58.2°),93.79
,,2,6:29 am ? (79°),7:28 pm ? (280°),0.541122685,?2:30,0.204166667,0.876388889,0.227777778,0.852777778,0.250694444,0.830555556,12:59 pm (57.8°),93.767
,,3,6:30 am ? (80°),7:27 pm ? (280°),0.539375,?2:30,0.205555556,0.875694444,0.229166667,0.852083333,0.251388889,0.829166667,12:59 pm (57.4°),93.745
,,4,6:31 am ? (80°),7:25 pm ? (279°),0.537627315,?2:31,0.20625,0.874305556,0.229861111,0.850694444,0.252083333,0.827777778,12:58 pm (57.1°),93.723
,,5,6:32 am ? (81°),7:23 pm ? (279°),0.535868056,?2:31,0.206944444,0.872916667,0.230555556,0.849305556,0.252777778,0.827083333,12:58 pm (56.7°),93.7
,,6,6:33 am ? (81°),7:22 pm ? (278°),0.534108796,?2:32,0.207638889,0.871527778,0.23125,0.848611111,0.253472222,0.825694444,12:58 pm (56.3°),93.677
,,7,6:34 am ? (82°),7:20 pm ? (278°),0.532349537,?2:32,0.208333333,0.870138889,0.231944444,0.847222222,0.254166667,0.824305556,12:57 pm (56.0°),93.654
,,8,6:35 am ? (82°),7:19 pm ? (277°),0.530578704,?2:32,0.209027778,0.86875,0.232638889,0.845833333,0.254861111,0.823611111,12:57 pm (55.6°),93.631
,,9,6:35 am ? (83°),7:17 pm ? (277°),0.52880787,?2:33,0.210416667,0.867361111,0.233333333,0.844444444,0.255555556,0.822222222,12:57 pm (55.2°),93.607
,,10,6:36 am ? (83°),7:15 pm ? (277°),0.527037037,?2:33,0.211111111,0.866666667,0.234027778,0.84375,0.25625,0.820833333,12:56 pm (54.8°),93.584
,,11,6:37 am ? (84°),7:14 pm ? (276°),0.52525463,?2:33,0.211805556,0.865277778,0.234722222,0.842361111,0.256944444,0.820138889,12:56 pm (54.4°),93.56
,,12,6:38 am ? (84°),7:12 pm ? (276°),0.523472222,?2:33,0.2125,0.863888889,0.235416667,0.840972222,0.257638889,0.81875,12:55 pm (54.1°),93.536
,,13,6:39 am ? (85°),7:10 pm ? (275°),0.521689815,?2:34,0.213194444,0.8625,0.236111111,0.839583333,0.258333333,0.817361111,12:55 pm (53.7°),93.511
,,14,6:40 am ? (85°),7:09 pm ? (275°),0.519907407,?2:34,0.213888889,0.861111111,0.236805556,0.838888889,0.259027778,0.816666667,12:55 pm (53.3°),93.487
,,15,6:41 am ? (86°),7:07 pm ? (274°),0.518113426,?2:34,0.214583333,0.859722222,0.2375,0.8375,0.259722222,0.815277778,12:54 pm (52.9°),93.462
,,16,6:42 am ? (86°),7:05 pm ? (274°),0.516331019,?2:34,0.215972222,0.859027778,0.238194444,0.836111111,0.260416667,0.813888889,12:54 pm (52.5°),93.436
,,17,6:43 am ? (87°),7:04 pm ? (273°),0.514537037,?2:34,0.216666667,0.857638889,0.238888889,0.834722222,0.261111111,0.813194444,12:54 pm (52.1°),93.411
,,18,6:44 am ? (87°),7:02 pm ? (272°),0.512743056,?2:34,0.217361111,0.85625,0.239583333,0.834027778,0.261805556,0.811805556,12:53 pm (51.8°),93.385
,,19,6:45 am ? (88°),7:01 pm ? (272°),0.510949074,?2:35,0.218055556,0.854861111,0.240277778,0.832638889,0.2625,0.810416667,12:53 pm (51.4°),93.359
,,20,6:46 am ? (88°),6:59 pm ? (271°),0.509155093,?2:35,0.21875,0.853472222,0.240972222,0.83125,0.263194444,0.809722222,12:53 pm (51.0°),93.333
,,21,6:47 am ? (89°),6:57 pm ? (271°),0.507361111,?2:35,0.219444444,0.852777778,0.241666667,0.830555556,0.263888889,0.808333333,12:52 pm (50.6°),93.306
,,22,6:48 am ? (89°),6:56 pm ? (270°),0.505555556,?2:35,0.220138889,0.851388889,0.242361111,0.829166667,0.264583333,0.806944444,12:52 pm (50.2°),93.279
,,23,6:49 am ? (90°),6:54 pm ? (270°),0.503761574,?2:35,0.220833333,0.85,0.243055556,0.827777778,0.265277778,0.80625,12:52 pm (49.8°),93.253
,,24,6:49 am ? (90°),6:52 pm ? (269°),0.501967593,?2:35,0.221527778,0.848611111,0.24375,0.827083333,0.265972222,0.804861111,12:51 pm (49.4°),93.226
,,25,6:50 am ? (91°),6:51 pm ? (269°),0.500173611,?2:35,0.222222222,0.847916667,0.244444444,0.825694444,0.266666667,0.804166667,12:51 pm (49.0°),93.199
,,26,6:51 am ? (91°),6:49 pm ? (268°),0.49837963,?2:35,0.222916667,0.846527778,0.245138889,0.824305556,0.266666667,0.802777778,12:51 pm (48.6°),93.172
,,27,6:52 am ? (92°),6:47 pm ? (268°),0.496574074,?2:35,0.223611111,0.845138889,0.245833333,0.823611111,0.267361111,0.801388889,12:50 pm (48.3°),93.146
,,28,6:53 am ? (92°),6:46 pm ? (267°),0.494780093,?2:35,0.224305556,0.844444444,0.246527778,0.822222222,0.268055556,0.800694444,12:50 pm (47.9°),93.119
,,29,6:54 am ? (93°),6:44 pm ? (267°),0.492986111,?2:34,0.225,0.843055556,0.247222222,0.820833333,0.26875,0.799305556,12:50 pm (47.5°),93.092
,,30,6:55 am ? (93°),6:43 pm ? (266°),0.491203704,?2:34,0.225694444,0.841666667,0.247916667,0.820138889,0.269444444,0.797916667,12:49 pm (47.1°),93.066
2012,Oct,1,6:56 am ? (94°),6:41 pm ? (266°),0.489409722,?2:34,0.226388889,0.840972222,0.248611111,0.81875,0.270138889,0.797222222,12:49 pm (46.7°),93.039
,,2,6:57 am ? (94°),6:39 pm ? (265°),0.487615741,?2:34,0.227083333,0.839583333,0.249305556,0.817361111,0.270833333,0.795833333,12:49 pm (46.3°),93.013
,,3,6:58 am ? (95°),6:38 pm ? (265°),0.485833333,?2:34,0.227777778,0.838194444,0.25,0.816666667,0.271527778,0.795138889,12:48 pm (45.9°),92.986
,,4,6:59 am ? (95°),6:36 pm ? (264°),0.484039352,?2:34,0.228472222,0.8375,0.250694444,0.815277778,0.272222222,0.79375,12:48 pm (45.5°),92.96
,,5,7:00 am ? (96°),6:35 pm ? (264°),0.482256944,?2:34,0.229166667,0.836111111,0.251388889,0.814583333,0.272916667,0.792361111,12:48 pm (45.2°),92.934
,,6,7:01 am ? (96°),6:33 pm ? (263°),0.480474537,?2:33,0.229861111,0.834722222,0.252083333,0.813194444,0.273611111,0.791666667,12:47 pm (44.8°),92.907
,,7,7:02 am ? (97°),6:31 pm ? (263°),0.478703704,?2:33,0.230555556,0.834027778,0.252777778,0.8125,0.274305556,0.790277778,12:47 pm (44.4°),92.881
,,8,7:03 am ? (97°),6:30 pm ? (262°),0.476921296,?2:33,0.23125,0.832638889,0.253472222,0.811111111,0.275,0.789583333,12:47 pm (44.0°),92.855
,,9,7:04 am ? (98°),6:28 pm ? (262°),0.475150463,?2:33,0.231944444,0.831944444,0.254166667,0.810416667,0.275694444,0.788194444,12:47 pm (43.6°),92.829
,,10,7:05 am ? (98°),6:27 pm ? (261°),0.473391204,?2:32,0.232638889,0.830555556,0.254861111,0.809027778,0.276388889,0.7875,12:46 pm (43.3°),92.803
,,11,7:06 am ? (99°),6:25 pm ? (261°),0.47162037,?2:32,0.233333333,0.829861111,0.255555556,0.808333333,0.277083333,0.786111111,12:46 pm (42.9°),92.777
,,12,7:07 am ? (99°),6:24 pm ? (260°),0.469861111,?2:32,0.234027778,0.828472222,0.25625,0.806944444,0.277777778,0.785416667,12:46 pm (42.5°),92.751
,,13,7:08 am ? (100°),6:22 pm ? (260°),0.468101852,?2:31,0.234722222,0.827777778,0.256944444,0.80625,0.278472222,0.784027778,12:46 pm (42.1°),92.724
